incident_entry_id,nearest_intersection,offense_category,offense_description,state_offense_code,arrest_charge,charge_description,incident_occurred_at,scout_car_area,police_precinct,zip_code,longitude,latitude,cvi_zone,buffer,cvi_area
688240-0901,S Fort St & Oakwood Blvd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-07-05 01:09:00,411,4,48217.0,-83.1437508700739,42.29080800900238,Non-CVI,False,Non-CVI
743525-1304,Prevost St & W McNichols Rd,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-07-05 02:27:00,808,8,48235.0,-83.20351211865716,42.415886079758735,Non-CVI,False,Non-CVI
985564-1304,Kendall St & Forrer St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-05-26 17:09:00,814,8,48227.0,-83.20140438610203,42.389316002028245,Detroit 300,False,Detroit 300
998398-1304,Ashley Ave & Southampton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-27 23:54:00,505,5,48236.0,-82.91729645727105,42.415523167565546,Non-CVI,False,Non-CVI
1135873-0901,Hawthorne St & E Grixdale Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-06-06 05:34:00,1106,11,48203.0,-83.09243091857199,42.42794369369248,Live in Peace,False,Live in Peace
688293-1304,E Forest Ave & Woodward Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-05 03:00:00,309,3,48201.0,-83.06299483104719,42.35474480787765,Non-CVI,False,Non-CVI
691686-0901,Rutland St & Plymouth Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-07-14 01:37:00,608,6,48227.0,-83.21322078190784,42.37232514366174,Detroit 300,False,Detroit 300
999339-1304,Brock St & Eastburn St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-29 23:33:00,903,9,48205.0,-82.96345235359618,42.44547533654022,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
999344-2900,Brock St & Eastburn St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-29 23:33:00,903,9,48205.0,-82.96345235359618,42.44547533654022,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
992743-1304,Ewald Cir & W Buena Vista St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-14 22:58:00,1002,10,48238.0,-83.14524811484057,42.383982085137895,Non-CVI,False,Non-CVI
996260-1304,Nottingham Rd & Morang Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-22 01:44:00,907,9,48224.0,-82.94471995782352,42.42398109712347,Detroit Friends & Family,False,Detroit Friends & Family
996280-2900,Nottingham Rd & Morang Dr,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-22 01:44:00,907,9,48224.0,-82.94471995782352,42.42398109712347,Detroit Friends & Family,False,Detroit Friends & Family
1263865-1304,Petoskey Ave & Waverly,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-04-06 10:01:00,1002,10,48238.0,-83.13493673214072,42.387425851829285,Non-CVI,False,Non-CVI
1263882-2900,Petoskey Ave & Waverly,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2025-04-06 10:01:00,1002,10,48238.0,-83.13493673214072,42.387425851829285,Non-CVI,False,Non-CVI
999084-5201,Central St & Saint Stephens St,WEAPONS OFFENSES,NON-FATAL SHOOTING,5201,52001,WEAPONS OFFENSE - CONCEALED,2023-07-29 06:54:00,405,4,48210.0,-83.13550126516354,42.32812896645698,Non-CVI,False,Non-CVI
1004281-2900,Central St & Saint Stephens St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-29 06:54:00,405,4,48210.0,-83.13550126516354,42.32812896645698,Non-CVI,False,Non-CVI
998947-1304,Central St & Saint Stephens St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-29 06:54:00,405,4,48210.0,-83.13550126516354,42.32812896645698,Non-CVI,False,Non-CVI
996999-1304,Puritan St & Kentucky St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-24 16:00:00,1211,12,48221.0,-83.15892777263508,42.40973130380806,Non-CVI,False,Non-CVI
999794-0901,Cortland St & Roselawn St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-07-31 01:42:00,206,2,48204.0,-83.15053623882807,42.37911493024405,Non-CVI,False,Non-CVI
1295426-1304,Teppert St & Sauer St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2025-06-15 12:56:00,904,9,48234.0,-83.00776744405734,42.42208831418707,Non-CVI,False,Non-CVI
990019-2900,Georgia St & Clarion St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-09 04:00:00,701,7,48213.0,-83.00641416007065,42.39562410156648,Non-CVI,False,Non-CVI
990018-1304,Georgia St & Clarion St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-09 04:00:00,701,7,48213.0,-83.00641416007065,42.39562410156648,Non-CVI,False,Non-CVI
997976-1304,Seneca St & Gratiot Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-27 00:20:00,705,7,48213.0,-83.01166792621684,42.383379476381904,Non-CVI,False,Non-CVI
997991-2900,Seneca St & Gratiot Ave,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-27 00:20:00,705,7,48213.0,-83.01166792621684,42.383379476381904,Non-CVI,False,Non-CVI
1295630-1304,E Robinwood St & Hasse St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-16 01:35:00,1108,11,48234.0,-83.05637615321771,42.43141815903707,Live in Peace,False,Live in Peace
973987-1304,Munich St & Neff Ave,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2023-06-03 18:51:00,507,5,48224.0,-82.92275257518597,42.40447226995609,Non-CVI,False,Non-CVI
995937-1304,Chandler Park Dr & University Pl,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2023-07-22 02:04:00,505,5,48224.0,-82.92568327094554,42.41375806957457,Non-CVI,False,Non-CVI
995936-0901,Chandler Park Dr & University Pl,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-07-22 02:04:00,505,5,48224.0,-82.92568327094554,42.41375806957457,Non-CVI,False,Non-CVI
980456-1304,Lesure St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-06-17 23:15:00,1206,12,48235.0,-83.18234210153801,42.4201758426176,New Era CC,False,New Era CC
994080-0901,Tireman St & Saint Marys St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-07-18 02:17:00,611,6,48228.0,-83.20394951545259,42.35079021731368,Non-CVI,False,Non-CVI
1297245-1304,Canyon Ave & E Warren Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-19 17:23:00,505,5,48224.0,-82.91522170962574,42.41145037476523,Non-CVI,False,Non-CVI
998887-1304,N M 39 & W McNichols Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-29 00:05:00,808,8,48235.0,-83.2187171973734,42.41556560369285,Non-CVI,False,Non-CVI
790544-0901,Crusade St & Manning St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-03-20 20:25:00,903,9,48205.0,-82.96080202359771,42.44093237485255,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
698246-1304,Montrose St & W Chicago St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-30 21:45:00,608,6,48228.0,-83.199519392836,42.36534228356616,Detroit 300,True,Detroit 300
996250-1304,Chene St & Hancock St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-22 22:00:00,703,7,48207.0,-83.04009017306731,42.36465792815921,Non-CVI,False,Non-CVI
1292147-1304,Pinewood St & Alcoy St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-06-08 04:27:00,901,9,48205.0,-82.9888941778005,42.43847855817911,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1281691-1304,Monarch St & Novara St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-05-15 22:12:00,902,9,48205.0,-82.97173696230244,42.43928091860273,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1295384-1304,Greenfield Rd & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-14 21:30:00,804,8,48235.0,-83.19986570057245,42.43042782879473,Detroit Peoples Community,False,Detroit Peoples Community
986583-1304,Eaton St & Wyoming St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-01 19:11:00,1001,10,48238.0,-83.15946957077864,42.39798557046007,New Era CC,True,New Era CC
992232-1304,Fullerton St & Terry St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2023-07-13 19:44:00,204,2,48227.0,-83.19117510339629,42.380112627643015,Detroit 300,False,Detroit 300
996102-1304,Rohns St & Moffat St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2023-07-22 07:25:00,705,7,48213.0,-83.00512863766049,42.38209508696104,Non-CVI,False,Non-CVI
1291650-1304,Healy St & Stockton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-07 02:43:00,1108,11,48234.0,-83.05516604081927,42.427859684902,Live in Peace,False,Live in Peace
1275576-1304,S I 75 & Clay St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-05-02 15:20:00,302,3,48211.0,-83.0628539493078,42.37828870318194,Non-CVI,False,Non-CVI
1107313-0901,Lakepointe St & Mack Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-04-03 09:20:00,506,5,,-82.94447777727699,42.38785531504845,Non-CVI,False,Non-CVI
760727-1304,Van Buren St & Ashton Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-12-31 00:27:00,610,6,48228.0,-83.21763294758624,42.35599536336817,Force Detroit,False,Force Detroit
1151922-0901,Grand River Ave & Codding St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-07-11 19:36:00,805,8,48219.0,-83.27098516479477,42.422035003836704,Non-CVI,False,Non-CVI
1207224-0901,Mayfield St & Queen St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-11-10 14:00:00,906,9,48205.0,-82.9675376632297,42.422373589735095,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1207228-1304,Mayfield St & Queen St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING                                          ,2024-11-10 14:00:00,906,9,48205.0,-82.9675376632297,42.422373589735095,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1227128-0901,Woodrow Wilson St & W Grand Blvd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-01-01 00:54:00,1008,10,48206.0,-83.08872314130703,42.364594038955694,Non-CVI,False,Non-CVI
994097-1304,Stahelin Ave & Saint Martins Ave,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2023-07-17 23:40:00,803,8,48219.0,-83.2279806313888,42.43528022426422,Detroit Peoples Community,False,Detroit Peoples Community
994111-0901,Stahelin Ave & Saint Martins Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-07-17 23:40:00,803,8,48219.0,-83.2279806313888,42.43528022426422,Detroit Peoples Community,False,Detroit Peoples Community
971710-1304,Murray Hill St & Cambridge Ave,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2023-05-30 15:27:00,804,8,48235.0,-83.2085071610503,42.432108722015016,Detroit Peoples Community,False,Detroit Peoples Community
971991-0901,Roosevelt St & Michigan Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2023-05-29 16:24:00,307,3,48216.0,-83.09428227147534,42.331424308476144,Non-CVI,False,Non-CVI
996018-0901,Ohio St & Chalfonte St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2023-07-22 05:43:00,1001,10,48238.0,-83.15544950778869,42.40027947954303,Non-CVI,False,Non-CVI
996019-1304,Ohio St & Chalfonte St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING                                          ,2023-07-22 05:43:00,1001,10,48238.0,-83.15544950778869,42.40027947954303,Non-CVI,False,Non-CVI
1282646-1304,Audubon Rd & King Richard St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-05-17 23:09:00,911,9,48224.0,-82.94564744330347,42.41288015972637,Detroit Friends & Family,False,Detroit Friends & Family
996113-1304,Ellis St & Winthrop St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-22 16:25:00,608,6,48228.0,-83.19813961420354,42.36053010532048,Non-CVI,False,Non-CVI
839464-1304,Rogge St & E 8 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-07-18 00:10:00,1104,11,48234.0,-83.0296307626904,42.44805243231696,Non-CVI,False,Non-CVI
917443-2900,E Lafayette St & Chene St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-01-21 18:34:00,710,7,48207.0,-83.02480890637962,42.34135470062427,Non-CVI,False,Non-CVI
917442-1304,E Lafayette St & Chene St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-01-21 18:34:00,710,7,48207.0,-83.02480890637962,42.34135470062427,Non-CVI,False,Non-CVI
994329-1304,Gratiot Ave & Maxwell Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-18 16:30:00,705,7,48213.0,-83.01346461644258,42.38065863658881,Non-CVI,False,Non-CVI
978015-2900,Keeler Ave & Mark Twain St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-06-12 14:29:00,201,2,48227.0,-83.18667920807448,42.40370234367282,New Era CC,False,New Era CC
977997-1304,Keeler Ave & Mark Twain St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-06-12 14:29:00,201,2,48227.0,-83.18667920807448,42.40370234367282,New Era CC,False,New Era CC
983687-1304,Seneca St & E Canfield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-06-24 17:57:00,708,7,48214.0,-83.00473883515814,42.37381378218473,Non-CVI,False,Non-CVI
1292041-1304,Casino St & Duchess St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-07 22:00:00,907,9,48224.0,-82.95278690424375,42.42956262474736,Detroit Friends & Family,False,Detroit Friends & Family
829493-1304,Greenfield Rd & Eaton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-06-23 18:00:00,814,8,48227.0,-83.19852028547436,42.39669664274143,Detroit 300,False,Detroit 300
804135-0901,Lyndon St & Turner St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-04-24 19:00:00,1001,10,48238.0,-83.14787338612297,42.39535222172514,Non-CVI,False,Non-CVI
994954-1304,Fenkell St & Bramell St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-19 23:01:00,600,6,48223.0,-83.26435965284794,42.40025934522221,Non-CVI,False,Non-CVI
912809-2900,Grand River Ave & Monica St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-01-09 23:00:00,1004,10,48204.0,-83.14132783095559,42.369695347927376,Non-CVI,False,Non-CVI
912776-1304,Grand River Ave & Monica St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-01-09 23:00:00,1004,10,48204.0,-83.14132783095559,42.369695347927376,Non-CVI,False,Non-CVI
1226090-0903,Gratiot Ave & Conner St,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,903,9003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2024-12-28 23:56:00,908,9,48213.0,-82.99748927669798,42.40492126661912,Detroit Friends & Family,False,Detroit Friends & Family
999944-0901,Gunston St & Whithorn St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2023-07-21 01:08:00,908,9,48205.0,-82.99856658039131,42.4131161742366,Non-CVI,False,Non-CVI
990775-1304,Eureka St & Emery St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING                                          ,2023-07-10 22:39:00,1103,11,48234.0,-83.05787693602666,42.43581988903272,Live in Peace,False,Live in Peace
1224024-1304,Grand River Ave & Griggs St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2024-12-22 21:04:00,205,2,48204.0,-83.16206001516849,42.37805262045617,Non-CVI,False,Non-CVI
1291979-1304,30th St & Milford St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-06-07 22:42:00,1009,10,48210.0,-83.116464794888,42.349871563224816,Non-CVI,False,Non-CVI
685956-0901,Puritan St & Hubbell St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-06-28 23:45:00,201,2,48235.0,-83.18922518838643,42.409066075119206,Detroit 300,True,Detroit 300
742440-1304,Yolanda St & E Outer Dr,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-06-29 05:22:00,1105,11,48234.0,-83.01568469672276,42.4381741286881,Non-CVI,False,Non-CVI
686080-0901,Castleton St & Schaefer Hwy,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-06-29 09:09:00,204,2,48227.0,-83.17810399062512,42.3762607459081,Non-CVI,False,Non-CVI
686377-1304,Schoolcraft St & Winthrop St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-30 03:57:00,605,6,48227.0,-83.19925950679803,42.3870329748074,Detroit 300,False,Detroit 300
961296-2900,Goulburn St & Eastwood St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-05-07 22:54:00,905,9,48205.0,-82.99355527578659,42.43293269237221,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
961295-1304,Goulburn St & Eastwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-05-07 22:54:00,905,9,48205.0,-82.99355527578659,42.43293269237221,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
995483-1304,Hanna St & 8 Mile Service Drive,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-21 03:13:00,1101,11,48203.0,-83.09023111140651,42.44678925221551,Live in Peace,False,Live in Peace
988658-1304,E I 96 & Virgil St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-06 07:00:00,603,6,48223.0,-83.27112019303631,42.38543634494988,Non-CVI,False,Non-CVI
992730-1304,W Chicago St & Freeland St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-14 23:00:00,207,2,48227.0,-83.18386298240367,42.3656645700346,Non-CVI,False,Non-CVI
1290178-1304,Plymouth Rd & Wyoming St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-04 04:23:00,208,2,48204.0,-83.15856633141807,42.37351298299664,Non-CVI,False,Non-CVI
994554-1304,Eastwood St & Schoenherr St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2023-07-18 22:40:00,905,9,48205.0,-82.98504262998345,42.43311768145446,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
989526-1304,Albion St & Linnhurst St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING                                          ,2023-07-08 02:42:00,904,9,48234.0,-83.00570089475512,42.43081260067501,Non-CVI,False,Non-CVI
1231309-1304,33rd St & Michigan Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-01-12 00:37:00,406,4,48210.0,-83.11064419126001,42.33118476730085,Non-CVI,False,Non-CVI
1262561-2900,John R St & W Nevada St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2025-04-03 03:30:00,1205,12,48203.0,-83.10205695926808,42.42466763169874,Live in Peace,False,Live in Peace
1262509-1304,John R St & W Nevada St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-04-03 03:30:00,1205,12,48203.0,-83.10205695926808,42.42466763169874,Live in Peace,False,Live in Peace
838800-0901,Puritan St & Ward St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-07-16 00:50:00,1210,12,48235.0,-83.17407954875064,42.40946263485486,New Era CC,False,New Era CC
992965-0901,Clinton St & Raynor St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-07-14 03:00:00,312,3,48226.0,-83.04262994435783,42.33663809932563,Non-CVI,False,Non-CVI
1291889-1304,Faircrest St & Salter St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-06-06 06:39:00,906,9,48205.0,-82.96056726068001,42.43244983844663,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
988698-1304,Sawyer St & Dacosta,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-06 14:00:00,609,6,48239.0,-83.25782139472089,42.346522648585086,Non-CVI,False,Non-CVI
1291514-1304,Plymouth Rd & Evergreen Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-06 20:00:00,603,6,48228.0,-83.23624504832654,42.37189670430592,Force Detroit,False,Force Detroit
